timestamp,gpu_timestamp,gpu_util_pct,mem_used_mib,mem_total_mib,power_w,temp_c
2026-05-12T14:05:32+08:00,2026/05/12 14:05:32.318,14,320,24564,6.59,29
2026-05-12T14:05:35+08:00,2026/05/12 14:05:34.897,0,319,24564,5.32,29
2026-05-12T14:05:37+08:00,2026/05/12 14:05:37.103,6,1159,24564,28.67,31
2026-05-12T14:05:39+08:00,2026/05/12 14:05:39.185,0,1863,24564,54.99,31
2026-05-12T14:05:41+08:00,2026/05/12 14:05:41.261,0,2151,24564,55.02,31
2026-05-12T14:05:43+08:00,2026/05/12 14:05:43.351,2,2191,24564,56.86,32
2026-05-12T14:05:45+08:00,2026/05/12 14:05:45.540,3,2191,24564,17.72,31
2026-05-12T14:05:47+08:00,2026/05/12 14:05:47.632,4,2191,24564,13.84,31
2026-05-12T14:05:49+08:00,2026/05/12 14:05:49.729,3,2191,24564,12.86,31
2026-05-12T14:05:51+08:00,2026/05/12 14:05:51.820,4,2191,24564,13.68,31
2026-05-12T14:05:53+08:00,2026/05/12 14:05:53.913,3,2191,24564,13.22,31
2026-05-12T14:05:56+08:00,2026/05/12 14:05:56.095,3,2191,24564,14.32,31
2026-05-12T14:05:58+08:00,2026/05/12 14:05:58.180,6,2191,24564,15.02,31
2026-05-12T14:06:00+08:00,2026/05/12 14:06:00.427,4,2191,24564,13.99,31
2026-05-12T14:06:02+08:00,2026/05/12 14:06:02.521,2,2191,24564,13.83,31
2026-05-12T14:06:04+08:00,2026/05/12 14:06:04.704,3,2191,24564,14.98,31
2026-05-12T14:06:06+08:00,2026/05/12 14:06:06.795,4,2255,24564,14.89,31
2026-05-12T14:06:08+08:00,2026/05/12 14:06:08.882,3,2255,24564,15.17,31
2026-05-12T14:06:10+08:00,2026/05/12 14:06:10.970,3,2255,24564,15.46,31
2026-05-12T14:06:13+08:00,2026/05/12 14:06:13.062,3,2255,24564,14.68,31
2026-05-12T14:06:15+08:00,2026/05/12 14:06:15.248,6,2255,24564,13.21,31
2026-05-12T14:06:17+08:00,2026/05/12 14:06:17.338,3,2255,24564,12.43,31
2026-05-12T14:06:19+08:00,2026/05/12 14:06:19.434,4,4015,24564,55.69,32
2026-05-12T14:06:21+08:00,2026/05/12 14:06:21.524,0,7361,24564,34.39,32
2026-05-12T14:06:23+08:00,2026/05/12 14:06:23.619,0,8573,24564,64.80,33
2026-05-12T14:06:25+08:00,2026/05/12 14:06:25.798,46,8615,24564,147.23,37
2026-05-12T14:06:27+08:00,2026/05/12 14:06:27.890,48,8617,24564,136.09,36
2026-05-12T14:06:30+08:00,2026/05/12 14:06:29.990,49,8617,24564,145.26,39
2026-05-12T14:06:32+08:00,2026/05/12 14:06:32.079,53,17217,24564,127.78,39
2026-05-12T14:06:34+08:00,2026/05/12 14:06:34.272,50,17219,24564,143.69,40
2026-05-12T14:06:36+08:00,2026/05/12 14:06:36.364,50,17219,24564,139.38,40
2026-05-12T14:06:38+08:00,2026/05/12 14:06:38.457,65,17219,24564,141.12,40
2026-05-12T14:06:40+08:00,2026/05/12 14:06:40.550,84,17219,24564,178.96,41
2026-05-12T14:06:42+08:00,2026/05/12 14:06:42.645,49,17219,24564,143.13,42
2026-05-12T14:06:44+08:00,2026/05/12 14:06:44.837,46,17219,24564,142.19,42
2026-05-12T14:06:46+08:00,2026/05/12 14:06:46.926,49,17219,24564,141.51,42
2026-05-12T14:06:49+08:00,2026/05/12 14:06:49.015,80,17219,24564,223.44,48
2026-05-12T14:06:51+08:00,2026/05/12 14:06:51.100,67,17219,24564,148.90,44
2026-05-12T14:06:53+08:00,2026/05/12 14:06:53.196,52,17219,24564,149.34,46
2026-05-12T14:06:55+08:00,2026/05/12 14:06:55.394,66,17219,24564,145.87,45
2026-05-12T14:06:57+08:00,2026/05/12 14:06:57.482,57,17142,24564,220.60,48
2026-05-12T14:06:59+08:00,2026/05/12 14:06:59.575,50,17142,24564,145.08,47
2026-05-12T14:07:02+08:00,2026/05/12 14:07:01.983,55,17142,24564,144.30,47
