422, 0
422, 5
422, 0
426, 0
1966, 0
1966, 0
1966, 0
2254, 0
2254, 0
2294, 2
2294, 4
2294, 3
2294, 4
2294, 4
2294, 10
2294, 8
2294, 9
2294, 3
2294, 4
2294, 3
2294, 4
2294, 4
2294, 4
2294, 4
2294, 4
2294, 4
2294, 4
2294, 4
2294, 8
2358, 11
2358, 10
2358, 4
2358, 3
2358, 4
2358, 4
2358, 4
2358, 4
2358, 4
2358, 6
2650, 41
3784, 9
6260, 25
6530, 1
6532, 2
7174, 3
7636, 0
7678, 52
7678, 53
7678, 63
7680, 63
7680, 49
7680, 60
7680, 60
16340, 76
16340, 82
16342, 54
16470, 55
16470, 34
16470, 14
16470, 5
16470, 5
16470, 18
16470, 5
16470, 5
16470, 5
16470, 56
16470, 6
16470, 5
16470, 30
16470, 10
16470, 6
16470, 7
16470, 61
16470, 6
16470, 6
16470, 1
16470, 0
422, 0
442, 0
442, 0
