422, 4
422, 0
422, 0
432, 0
1966, 0
1966, 0
1966, 0
2254, 0
2254, 0
2294, 5
2294, 2
2294, 8
2294, 9
2294, 10
2294, 5
2294, 4
2294, 5
2294, 4
2294, 3
2294, 4
2294, 3
2294, 4
2294, 4
2294, 4
2294, 3
2294, 9
2294, 8
2294, 5
2294, 7
2294, 8
2358, 8
2358, 3
2358, 3
2358, 3
2358, 4
2358, 4
2358, 3
2358, 3
2358, 3
2648, 52
3524, 4
5844, 99
6494, 0
6494, 2
6556, 1
7576, 0
7616, 50
7616, 44
7616, 62
7616, 50
7616, 50
7616, 44
7616, 45
15986, 86
15986, 65
15988, 44
15988, 30
15988, 21
15988, 34
15988, 37
15988, 57
15988, 55
15988, 57
15988, 5
15988, 5
15988, 9
15988, 58
15988, 6
15988, 6
15988, 44
15988, 42
15988, 4
15988, 6
15988, 10
15988, 46
15988, 5
15988, 86
15988, 6
15988, 47
15988, 55
15988, 57
15988, 37
15988, 56
15988, 6
15988, 6
15988, 6
15988, 47
15988, 6
15988, 48
15988, 6
15988, 57
15988, 6
15988, 55
15988, 5
15988, 59
15988, 42
15988, 87
15988, 6
15988, 31
15988, 3
15988, 12
15988, 9
15988, 42
15988, 58
15988, 15
15988, 6
15988, 6
15988, 7
15988, 7
15988, 52
15988, 36
15988, 40
15988, 55
15988, 37
15988, 9
15988, 5
15988, 5
15988, 4
15988, 86
15988, 4
15988, 52
15988, 49
15988, 6
15988, 10
15988, 6
15988, 9
15988, 25
15988, 61
15988, 11
15988, 6
15988, 25
15988, 33
15988, 2
15988, 58
15988, 14
15988, 7
15988, 25
15988, 59
15988, 42
15988, 87
15988, 57
15988, 28
15988, 5
15988, 5
15988, 6
15988, 59
15988, 49
15988, 37
15988, 7
15988, 6
15988, 21
15988, 34
15988, 58
15988, 17
15988, 5
15988, 6
15988, 52
15988, 25
15988, 6
15988, 49
15988, 86
15988, 53
15988, 1
15988, 2
15988, 0
422, 2
