name,cmd_vx,cmd_vy,cmd_wz,cmd_xy_speed,envs,duration_s,warmup_s,reset_events_per_env,ever_reset_frac,fall_frac,min_height,max_xy_err,max_yaw_err,vx,vy,wz,abs_vx_err,abs_vy_err,xy_err,yaw_err,along,orth_abs,base_height,tilt,action_abs,torque_abs,reward,speed_ratio,score_tracking
stand,0.0,0.0,0.0,0.0,16,8.0,2.0,0.0,0.0,0.0,0.6632964611053467,0.009368069469928741,0.01242641918361187,0.0001683946574727694,9.526649955660105e-06,0.006968202590942382,0.0005071414510409038,0.0002308649569749832,0.0005762527386347452,0.006968202590942382,0.0,0.0,0.6668992614746094,0.020852535565694174,0.17032372792561848,4.596067301432291,0.05233665148417155,,0.9998044674607104
forward_0.3,0.3,0.0,0.0,0.3,16,8.0,2.0,0.0,0.0,0.0,0.630677342414856,0.17980994284152985,0.10354989767074585,0.23009221394856771,-0.014555848439534506,0.021060198148091635,0.06990807215372721,0.07317453384399414,0.10646092732747396,0.044811700185139976,0.23009221394856771,0.07317453384399414,0.6433013407389323,0.022704846064249676,0.21139312744140626,6.0432470703125,0.07048569361368816,0.7669740464952257,0.9480310064050749
forward_0.6,0.6,0.0,0.0,0.6,16,8.0,2.0,0.0,0.0,0.0,0.6292374730110168,0.19719624519348145,0.12543921172618866,0.47490992228190104,-0.012585740089416503,0.03929827054341634,0.12509038289388022,0.06935286204020183,0.14778422037760416,0.05594425201416016,0.47490992228190104,0.06935286204020183,0.6386539713541667,0.023291427294413247,0.21747322082519532,6.560219319661458,0.06782536188761393,0.7915165371365017,0.9049462398709676
forward_1.0,1.0,0.0,0.0,1.0,16,8.0,2.0,0.0,0.0,0.0,0.620005190372467,0.30387452244758606,0.24525627493858337,0.7561811828613281,-0.025526097615559896,0.05501702626546224,0.24381787618001302,0.06327203750610351,0.2545891316731771,0.06610580444335938,0.7561811828613281,0.06327203750610351,0.6349635823567709,0.03596511205037435,0.2218761698404948,7.43436279296875,0.06081910451253255,0.7561811828613281,0.7582497869504501
backward_0.3,-0.3,0.0,0.0,0.3,16,8.0,2.0,0.0,0.0,0.0,0.6429293751716614,0.13834869861602783,0.13358065485954285,-0.3145831553141276,0.009958092371622722,-0.0024150917927424115,0.015108489990234375,0.0644775644938151,0.06763638814290364,0.03406113942464193,0.3145831553141276,0.0644775644938151,0.6596727498372396,0.044263235727945965,0.1885401407877604,4.994786376953125,0.07200038274129232,1.0486105177137588,0.9773217380888152
backward_0.6,-0.6,0.0,0.0,0.6,16,8.0,2.0,0.0,0.0,0.0,0.6461557745933533,0.13763518631458282,0.19196146726608276,-0.5247672017415365,0.0005010188619295756,-0.02334046999613444,0.07523250579833984,0.05775764465332031,0.09899737040201823,0.05651357014973958,0.5247672017415365,0.05775764465332031,0.6640963236490885,0.055596574147542314,0.1873263931274414,5.476279703776042,0.06972077687581381,0.8746120029025608,0.949350652452762
backward_1.0,-1.0,0.0,0.0,1.0,16,8.0,2.0,0.0,0.0,0.0,0.6410882472991943,0.30361005663871765,0.21008369326591492,-0.7466659037272135,-0.040854848225911455,-0.022548743883768717,0.2533337656656901,0.0590142822265625,0.2636328379313151,0.06418127695719401,0.7466659037272135,0.0590142822265625,0.6644321695963542,0.06028113047281901,0.1967788569132487,6.246553548177084,0.061949723561604816,0.7466659037272135,0.7449143466213503
left_0.3,0.0,0.3,0.0,0.3,16,8.0,2.0,0.0,0.0,0.0,0.6420673131942749,0.15760569274425507,0.11454847455024719,-0.02508414427439372,0.2924388885498047,0.021511168479919435,0.026300172805786132,0.07360979080200196,0.08083769480387369,0.0347099494934082,0.2924388885498047,0.026300172805786132,0.655008544921875,0.03594135920206706,0.19316961924235027,4.867816569010417,0.07163159688313803,0.9747962951660157,0.9695162395705447
left_0.6,0.0,0.6,0.0,0.6,16,8.0,2.0,0.0,0.0,0.0,0.6391629576683044,0.237923726439476,0.1472654491662979,-0.01056348164876302,0.5052688090006511,0.05028494199117025,0.02178783416748047,0.1068276850382487,0.11048456827799479,0.05344596862792969,0.5052688090006511,0.02178783416748047,0.6562925720214844,0.035989389419555665,0.19948818206787108,4.959641520182291,0.06945521036783854,0.8421146816677518,0.9415260660936695
left_1.0,0.0,1.0,0.0,1.0,16,8.0,2.0,0.0,0.0,0.0,0.6244202852249146,0.4988583028316498,0.1260870099067688,-0.02919227917989095,0.6513553873697917,0.05355412801106771,0.033562119801839194,0.3486448923746745,0.3505492655436198,0.05552417755126953,0.6513553873697917,0.033562119801839194,0.6525779215494791,0.03889202117919922,0.2228588358561198,5.556996663411458,0.06044139226277669,0.6513553873697917,0.6041873859859918
