name,cmd_vx,cmd_vy,cmd_wz,cmd_xy_speed,envs,duration_s,warmup_s,reset_events_per_env,ever_reset_frac,fall_frac,min_height,max_xy_err,max_yaw_err,vx,vy,wz,abs_vx_err,abs_vy_err,xy_err,yaw_err,along,orth_abs,base_height,tilt,action_abs,torque_abs,reward,speed_ratio,score_tracking
stand,0.0,0.0,0.0,0.0,8,8.0,2.0,0.0,0.0,0.0,0.6489126086235046,0.11575566232204437,0.1201615110039711,-0.0013275521993637086,-0.0008424669504165649,-0.0022746779521306357,0.01882231871287028,0.014372005462646484,0.025866824785868325,0.024423551559448243,0.0,0.0,0.672987314860026,0.05028427441914876,0.10958124796549479,4.1099169921875,0.051910022099812825,,0.9949503824203917
forward_0.3,0.3,0.0,0.0,0.3,8,8.0,2.0,0.0,0.0,0.0,0.6307917237281799,0.3805267810821533,0.2832886278629303,0.2213714090983073,-0.0018841997782389323,-0.037869202295939125,0.08466479619344075,0.08547445933024088,0.13134009043375652,0.07682697931925456,0.2213714090983073,0.08547445933024088,0.6703327433268229,0.060086669921875,0.17527156829833984,6.28567626953125,0.06686752319335937,0.7379046969943577,0.9115485554740482
forward_0.6,0.6,0.0,0.0,0.6,8,8.0,2.0,0.0,0.0,0.0,0.6082677841186523,0.4259074032306671,0.5657700896263123,0.38614069620768227,-0.009870398839314778,-0.006668394406636556,0.21517796834309896,0.09054338455200195,0.24209515889485678,0.11326001485188802,0.38614069620768227,0.09054338455200195,0.6613213094075521,0.08773268381754558,0.17988140106201173,7.21197021484375,0.05973573684692383,0.6435678270128038,0.7514492620041205
forward_1.0,1.0,0.0,0.0,1.0,8,8.0,2.0,0.0,0.0,0.125,0.024574272334575653,1.1906712055206299,3.9349348545074463,0.4174407958984375,0.00038007453083992003,-0.04074326515197754,0.5825589497884115,0.08344294230143229,0.5929916381835938,0.29589192708333334,0.4174407958984375,0.08344294230143229,0.5896504211425782,0.23601519266764323,0.2299950408935547,8.881688639322917,0.04052877108256022,0.4174407958984375,0.17260242305482526
backward_0.3,-0.3,0.0,0.0,0.3,8,8.0,2.0,0.0,0.0,0.0,0.6255279779434204,0.3646460175514221,0.47265344858169556,-0.2372638193766276,-0.025491711298624674,-0.04794470469156901,0.06552469253540039,0.08677868525187174,0.1192270024617513,0.08755081176757812,0.2372638193766276,0.08677868525187174,0.671481679280599,0.05502437591552734,0.17656111399332683,5.557132568359375,0.06765556971232096,0.790879397922092,0.9161997310960632
backward_0.6,-0.6,0.0,0.0,0.6,8,8.0,2.0,0.0,0.0,0.0,0.6242353320121765,0.35217636823654175,0.6615538001060486,-0.45237574259440105,-0.022415223121643065,-0.04494548479715983,0.1476245625813802,0.08821730931599935,0.18219312032063803,0.10343229293823242,0.45237574259440105,0.08821730931599935,0.6721734110514322,0.060853646596272785,0.18187606811523438,5.884302164713541,0.06489081064860026,0.7539595709906685,0.8389784239295603
backward_1.0,-1.0,0.0,0.0,1.0,8,8.0,2.0,0.0,0.0,0.0,0.6023881435394287,1.3501991033554077,1.0587809085845947,-0.6542323811848958,0.022402774492899576,-0.017015496889750164,0.34576858520507814,0.09256178538004557,0.365220464070638,0.1438004430135091,0.6542323811848958,0.09256178538004557,0.6671143086751302,0.06807276407877604,0.20396026611328125,6.689015706380208,0.055498784383138024,0.6542323811848958,0.5399610783520049
left_0.3,0.0,0.3,0.0,0.3,8,8.0,2.0,0.0,0.0,0.0,0.6029395461082458,0.5287429094314575,0.2918497323989868,0.027392606735229492,0.14845544179280598,-0.005222432216008504,0.07034069697062174,0.17010718027750651,0.19511065165201824,0.06821468989054362,0.14845544179280598,0.07034069697062174,0.6731486002604167,0.059854373931884766,0.18450150807698568,5.493528238932291,0.0659144655863444,0.49485147264268664,0.8429179630301191
left_0.6,0.0,0.6,0.0,0.6,8,8.0,2.0,0.0,0.0,0.0,0.6151622533798218,0.5555998682975769,0.3668391704559326,-0.0001344499612847964,0.38030260721842446,-0.04386824607849121,0.03984069506327311,0.22032264709472657,0.22790306091308593,0.09148580551147462,0.38030260721842446,0.03984069506327311,0.6695673116048177,0.06704067866007488,0.20775475819905598,5.277060546875,0.06333974202473959,0.6338376786973742,0.7856547510060391
left_1.0,0.0,1.0,0.0,1.0,8,8.0,2.0,0.0,0.0,0.125,0.017444316297769547,1.3761183023452759,2.6141128540039062,0.002334003249804179,0.4964317321777344,-0.15375874837239584,0.049784037272135415,0.5035682678222656,0.5085960896809896,0.2766397857666016,0.4964317321777344,0.049784037272135415,0.5960370890299479,0.19582627614339193,0.26693921407063803,6.474660237630208,0.04566757837931315,0.4964317321777344,0.26163674308839513
