name,cmd_vx,cmd_vy,cmd_wz,cmd_xy_speed,envs,duration_s,warmup_s,reset_events_per_env,ever_reset_frac,fall_frac,min_height,max_xy_err,max_yaw_err,vx,vy,wz,abs_vx_err,abs_vy_err,xy_err,yaw_err,along,orth_abs,base_height,tilt,action_abs,torque_abs,reward,speed_ratio,score_tracking
stand,0.0,0.0,0.0,0.0,8,6.0,2.0,0.0,0.0,0.0,0.6706894040107727,0.0024325724225491285,0.006156750489026308,-0.00013212943449616432,-0.00013526457361876966,-0.0025127518177032473,0.000310959592461586,0.00014395841397345067,0.00036783020943403243,0.0025127518177032473,0.0,0.0,0.670895767211914,0.01656043291091919,0.1076118564605713,2.4259498596191404,0.054270906448364256,,0.9999742034496952
forward_0.3,0.3,0.0,0.0,0.3,8,6.0,2.0,0.0,0.0,0.0,0.6616781949996948,0.3219233453273773,0.4951006770133972,0.01550756573677063,0.0591796875,-0.1667999267578125,0.2844924163818359,0.07606321334838867,0.30005373001098634,0.18566423416137695,0.01550756573677063,0.07606321334838867,0.6709858703613282,0.10501180648803711,0.11913544654846192,3.8591018676757813,0.06281219959259034,0.051691885789235434,0.607736551142675
forward_0.6,0.6,0.0,0.0,0.6,8,6.0,2.0,0.0,0.0,0.0,0.66077721118927,0.5828552842140198,0.518770158290863,0.04181777000427246,0.05001013278961182,-0.1677695083618164,0.5581822967529297,0.07122144222259522,0.5651587295532227,0.18993345260620118,0.04181777000427246,0.07122144222259522,0.6695371246337891,0.11287105560302735,0.11929349899291992,4.030951843261719,0.05300194263458252,0.06969628334045411,0.24125123393093406
forward_1.0,1.0,0.0,0.0,1.0,8,6.0,2.0,0.0,0.0,0.0,0.657794713973999,0.9696428179740906,0.5472527742385864,0.051918983459472656,0.04326592922210693,-0.17950761795043946,0.9480805969238282,0.06548798561096192,0.9515409088134765,0.21208242416381837,0.051918983459472656,0.06548798561096192,0.6660161590576172,0.13941462516784667,0.12727670669555663,4.568576354980468,0.04607981681823731,0.051918983459472656,0.02233419821109652
backward_0.3,-0.3,0.0,0.0,0.3,8,6.0,2.0,0.0,0.0,0.0,0.6574999094009399,0.298138290643692,0.47320204973220825,-0.10419815063476562,0.07541989326477051,-0.18801773071289063,0.1958020782470703,0.0873972225189209,0.2218958854675293,0.19556848526000978,0.10419815063476562,0.0873972225189209,0.670740966796875,0.11417249679565429,0.11633654594421387,4.515130615234375,0.06351954936981201,0.3473271687825521,0.7047308897863872
backward_0.6,-0.6,0.0,0.0,0.6,8,6.0,2.0,0.0,0.0,0.0,0.6533461809158325,0.47785505652427673,0.44167560338974,-0.18348522186279298,0.07216723918914796,-0.1949724769592285,0.41651493072509765,0.08351058006286621,0.42916187286376956,0.1985039520263672,0.18348522186279298,0.08351058006286621,0.6700192260742187,0.11784117698669433,0.12391304016113282,5.030891723632813,0.055061783790588376,0.30580870310465497,0.4088794423543048
backward_1.0,-1.0,0.0,0.0,1.0,8,6.0,2.0,0.0,0.0,0.0,0.6478143930435181,0.7670001983642578,0.3871479630470276,-0.28062948226928713,0.08878984451293945,-0.16720361709594728,0.7193708801269532,0.09084863662719726,0.7278826141357422,0.16816848754882813,0.28062948226928713,0.09084863662719726,0.6695917510986328,0.12215151786804199,0.139503116607666,5.887735595703125,0.04514351844787598,0.28062948226928713,0.10727335735795791
left_0.3,0.0,0.3,0.0,0.3,8,6.0,2.0,0.0,0.0,0.0,0.6618269085884094,0.3372403085231781,0.5257214307785034,-0.03876932621002197,0.10235978126525878,-0.2159991455078125,0.03877495765686035,0.19764041900634766,0.20184726715087892,0.2159991455078125,0.10235978126525878,0.03877495765686035,0.6718409729003906,0.10186861991882325,0.11625224113464355,3.9886154174804687,0.06497669219970703,0.34119927088419594,0.7049758017868516
left_0.6,0.0,0.6,0.0,0.6,8,6.0,2.0,0.0,0.0,0.0,0.6595342755317688,0.6000898480415344,0.5342778563499451,-0.04814130783081055,0.1360135269165039,-0.2668989372253418,0.04814130783081055,0.4639865493774414,0.46696178436279295,0.2668989372253418,0.1360135269165039,0.04814130783081055,0.6704203796386718,0.09776759147644043,0.13468994140625,4.590693054199218,0.0563969612121582,0.2266892115275065,0.314379821021267
left_1.0,0.0,1.0,0.0,1.0,8,6.0,2.0,0.0,0.0,0.0,0.65882408618927,1.1165516376495361,0.5341863632202148,-0.07820889949798585,0.08669466972351074,-0.23096319198608398,0.07820889949798585,0.9133052825927734,0.9169810485839843,0.23096319198608398,0.08669466972351074,0.07820889949798585,0.6708214569091797,0.07304427146911621,0.14562592506408692,4.483095703125,0.0475014066696167,0.08669466972351074,0.027965240294496607
right_0.3,0.0,-0.3,0.0,0.3,8,6.0,2.0,0.0,0.0,0.0,0.6596167087554932,0.4348921477794647,0.34692659974098206,-0.0332320761680603,0.01951409339904785,-0.10419997215270996,0.0332320761680603,0.31951427459716797,0.321796760559082,0.13809368133544922,-0.01951409339904785,0.0332320761680603,0.6697171783447265,0.11122296333312988,0.1155648422241211,4.3531185913085935,0.06266999244689941,-0.06504697799682617,0.612325007316481
right_0.6,0.0,-0.6,0.0,0.6,8,6.0,2.0,0.0,0.0,0.0,0.6600748896598816,0.7224028706550598,0.22097449004650116,-0.023281099796295165,-0.014117478132247925,-0.07421356678009033,0.023281569480895995,0.585882568359375,0.5864852905273438,0.08182415008544922,0.014117478132247925,0.023281569480895995,0.6698889923095703,0.10613437652587891,0.11865914344787598,4.12107666015625,0.051356992721557616,0.02352913022041321,0.24594662204067794
right_1.0,0.0,-1.0,0.0,1.0,8,6.0,2.0,0.0,0.0,0.0,0.663045346736908,1.1547648906707764,0.17564652860164642,0.002326836735010147,0.006517265439033509,-0.011297624111175537,0.024155507087707518,1.006517333984375,1.0068854522705077,0.05709123611450195,-0.006517265439033509,0.024155507087707518,0.6713018035888672,0.061113438606262206,0.1546523666381836,4.137255859375,0.04166632175445557,-0.006517265439033509,0.017106258420297348
diag_fl_0.7,0.5,0.5,0.0,0.7071067811865476,8,6.0,2.0,0.0,0.0,0.0,0.6578058004379272,0.7295477986335754,0.6011791825294495,0.029147138595581056,0.11717387199401856,-0.27115568161010745,0.4708530426025391,0.38282562255859376,0.6086796188354492,0.27115568161010745,0.10346470832824707,0.06284759998321533,0.6691918182373047,0.10609620094299316,0.13249140739440918,4.643673095703125,0.047680931091308595,0.14632119374478353,0.16930302399971436
diag_fr_0.7,0.5,-0.5,0.0,0.7071067811865476,8,6.0,2.0,0.0,0.0,0.0,0.6598814725875854,0.7841834425926208,0.31164565682411194,0.0256278657913208,0.007139278054237366,-0.10557085990905762,0.47437259674072263,0.5071400070190429,0.6967353057861329,0.11348689079284668,0.013073387145996094,0.0529343843460083,0.6689025115966797,0.11041196823120117,0.12254405975341796,4.029867553710938,0.03792912006378174,0.018488561408021766,0.13624814736628546
diag_bl_0.7,-0.5,0.5,0.0,0.7071067811865476,8,6.0,2.0,0.0,0.0,0.0,0.6563979983329773,0.5656116604804993,0.5433336496353149,-0.1612369728088379,0.15711217880249023,-0.2708660888671875,0.338763542175293,0.34288787841796875,0.4865871047973633,0.2708660888671875,0.22510679244995116,0.06020796775817871,0.6699008941650391,0.11464574813842773,0.13203505516052247,5.086349792480469,0.050644445419311526,0.31834907886502634,0.28922747359409595
diag_br_0.7,-0.5,-0.5,0.0,0.7071067811865476,8,6.0,2.0,0.0,0.0,0.0,0.6555511951446533,0.7140042185783386,0.24090495705604553,-0.13656627655029296,-0.017844430208206176,-0.07427972316741943,0.3634336853027344,0.48215572357177733,0.6051756286621094,0.095767822265625,0.10918480873107911,0.08394898414611816,0.6688809204101562,0.11491887092590332,0.12249909400939941,5.135712280273437,0.047085318565368656,0.15441063731260438,0.22276540222457983
