timestamp,gpu_timestamp,gpu_util_pct,mem_used_mib,mem_total_mib,power_w,temp_c
2026-05-12T17:49:37+08:00,2026/05/12 17:49:37.812,14,317,24564,5.03,25
2026-05-12T17:49:40+08:00,2026/05/12 17:49:40.473,0,315,24564,4.77,25
2026-05-12T17:49:42+08:00,2026/05/12 17:49:42.690,4,315,24564,4.86,25
2026-05-12T17:49:44+08:00,2026/05/12 17:49:44.792,3,771,24564,26.74,25
2026-05-12T17:49:46+08:00,2026/05/12 17:49:46.880,1,1859,24564,54.97,27
2026-05-12T17:49:48+08:00,2026/05/12 17:49:48.962,0,2149,24564,54.96,27
2026-05-12T17:49:51+08:00,2026/05/12 17:49:51.157,3,2189,24564,34.38,26
2026-05-12T17:49:53+08:00,2026/05/12 17:49:53.252,4,2187,24564,9.98,26
2026-05-12T17:49:55+08:00,2026/05/12 17:49:55.347,3,2187,24564,10.05,26
2026-05-12T17:49:57+08:00,2026/05/12 17:49:57.444,3,2187,24564,9.86,26
2026-05-12T17:49:59+08:00,2026/05/12 17:49:59.637,3,2187,24564,9.54,26
2026-05-12T17:50:01+08:00,2026/05/12 17:50:01.726,7,2187,24564,9.23,26
2026-05-12T17:50:03+08:00,2026/05/12 17:50:03.817,7,2187,24564,8.64,26
2026-05-12T17:50:05+08:00,2026/05/12 17:50:05.904,16,2190,24564,9.54,26
2026-05-12T17:50:08+08:00,2026/05/12 17:50:07.993,4,2190,24564,9.28,26
2026-05-12T17:50:10+08:00,2026/05/12 17:50:10.180,3,2191,24564,9.76,26
2026-05-12T17:50:12+08:00,2026/05/12 17:50:12.270,3,2190,24564,9.20,26
2026-05-12T17:50:14+08:00,2026/05/12 17:50:14.359,9,2254,24564,9.72,26
2026-05-12T17:50:16+08:00,2026/05/12 17:50:16.447,3,2253,24564,9.97,26
2026-05-12T17:50:18+08:00,2026/05/12 17:50:18.534,3,2253,24564,10.21,26
2026-05-12T17:50:20+08:00,2026/05/12 17:50:20.722,7,2253,24564,9.77,26
2026-05-12T17:50:22+08:00,2026/05/12 17:50:22.811,7,2253,24564,10.26,26
2026-05-12T17:50:24+08:00,2026/05/12 17:50:24.898,3,2253,24564,8.47,26
2026-05-12T17:50:27+08:00,2026/05/12 17:50:26.986,23,3437,24564,9.17,26
2026-05-12T17:50:29+08:00,2026/05/12 17:50:29.080,6,7089,24564,26.37,27
2026-05-12T17:50:31+08:00,2026/05/12 17:50:31.166,0,7383,24564,40.50,27
2026-05-12T17:50:33+08:00,2026/05/12 17:50:33.331,16,8605,24564,67.95,28
2026-05-12T17:50:35+08:00,2026/05/12 17:50:35.428,48,8611,24564,141.45,33
2026-05-12T17:50:37+08:00,2026/05/12 17:50:37.564,55,8611,24564,134.92,32
2026-05-12T17:50:39+08:00,2026/05/12 17:50:39.766,50,8611,24564,139.97,33
2026-05-12T17:50:41+08:00,2026/05/12 17:50:41.910,82,17211,24564,131.49,31
2026-05-12T17:50:44+08:00,2026/05/12 17:50:44.007,50,17215,24564,139.65,35
2026-05-12T17:50:46+08:00,2026/05/12 17:50:46.105,60,17215,24564,140.00,35
2026-05-12T17:50:48+08:00,2026/05/12 17:50:48.197,50,17215,24564,141.70,36
2026-05-12T17:50:50+08:00,2026/05/12 17:50:50.728,53,17214,24564,226.13,38
2026-05-12T17:50:52+08:00,2026/05/12 17:50:52.838,50,17214,24564,139.92,37
2026-05-12T17:50:54+08:00,2026/05/12 17:50:54.937,51,17214,24564,140.15,37
2026-05-12T17:50:57+08:00,2026/05/12 17:50:57.030,51,17214,24564,141.63,38
2026-05-12T17:50:59+08:00,2026/05/12 17:50:59.129,50,17214,24564,156.74,39
2026-05-12T17:51:01+08:00,2026/05/12 17:51:01.229,63,17214,24564,140.48,40
2026-05-12T17:51:03+08:00,2026/05/12 17:51:03.324,50,17214,24564,141.29,39
2026-05-12T17:51:05+08:00,2026/05/12 17:51:05.414,61,17214,24564,142.06,41
2026-05-12T17:51:07+08:00,2026/05/12 17:51:07.508,63,17214,24564,144.31,41
2026-05-12T17:51:09+08:00,2026/05/12 17:51:09.707,59,17214,24564,145.11,41
2026-05-12T17:51:11+08:00,2026/05/12 17:51:11.800,56,17214,24564,145.29,43
2026-05-12T17:51:13+08:00,2026/05/12 17:51:13.888,86,17214,24564,218.20,47
2026-05-12T17:51:16+08:00,2026/05/12 17:51:15.976,52,17214,24564,144.62,43
2026-05-12T17:51:18+08:00,2026/05/12 17:51:18.064,54,17214,24564,143.41,44
2026-05-12T17:51:20+08:00,2026/05/12 17:51:20.256,50,17214,24564,142.81,44
2026-05-12T17:51:22+08:00,2026/05/12 17:51:22.350,56,17214,24564,226.54,52
2026-05-12T17:51:24+08:00,2026/05/12 17:51:24.450,49,17214,24564,144.08,45
2026-05-12T17:51:26+08:00,2026/05/12 17:51:26.537,62,17214,24564,131.36,45
2026-05-12T17:51:28+08:00,2026/05/12 17:51:28.628,49,17214,24564,145.07,46
2026-05-12T17:51:30+08:00,2026/05/12 17:51:30.819,46,17214,24564,225.21,47
2026-05-12T17:51:32+08:00,2026/05/12 17:51:32.906,50,17214,24564,141.88,47
2026-05-12T17:51:35+08:00,2026/05/12 17:51:34.992,49,17214,24564,144.40,47
2026-05-12T17:51:37+08:00,2026/05/12 17:51:37.088,50,17214,24564,143.12,48
2026-05-12T17:51:39+08:00,2026/05/12 17:51:39.277,49,17214,24564,195.83,49
2026-05-12T17:51:41+08:00,2026/05/12 17:51:41.368,63,17214,24564,143.77,49
2026-05-12T17:51:43+08:00,2026/05/12 17:51:43.778,49,17214,24564,147.66,49
2026-05-12T17:51:45+08:00,2026/05/12 17:51:45.880,56,17214,24564,146.40,49
2026-05-12T17:51:47+08:00,2026/05/12 17:51:47.972,64,17214,24564,144.10,50
2026-05-12T17:51:50+08:00,2026/05/12 17:51:50.166,49,17214,24564,144.93,50
2026-05-12T17:51:52+08:00,2026/05/12 17:51:52.262,51,17214,24564,143.61,51
2026-05-12T17:51:54+08:00,2026/05/12 17:51:54.357,77,17214,24564,180.15,54
2026-05-12T17:51:56+08:00,2026/05/12 17:51:56.440,51,17214,24564,147.17,52
2026-05-12T17:51:58+08:00,2026/05/12 17:51:58.524,50,17214,24564,146.68,51
2026-05-12T17:52:00+08:00,2026/05/12 17:52:00.733,50,17214,24564,145.33,53
2026-05-12T17:52:02+08:00,2026/05/12 17:52:02.874,70,17214,24564,231.74,56
2026-05-12T17:52:04+08:00,2026/05/12 17:52:04.969,54,17214,24564,149.72,53
2026-05-12T17:52:07+08:00,2026/05/12 17:52:07.059,62,17214,24564,149.93,53
2026-05-12T17:52:09+08:00,2026/05/12 17:52:09.654,48,17214,24564,147.24,53
2026-05-12T17:52:11+08:00,2026/05/12 17:52:11.757,49,17214,24564,181.65,54
2026-05-12T17:52:13+08:00,2026/05/12 17:52:13.842,54,17214,24564,150.33,54
2026-05-12T17:52:15+08:00,2026/05/12 17:52:15.930,50,17214,24564,147.96,54
2026-05-12T17:52:18+08:00,2026/05/12 17:52:18.016,60,17214,24564,149.74,55
2026-05-12T17:52:20+08:00,2026/05/12 17:52:20.202,55,17214,24564,151.18,55
2026-05-12T17:52:22+08:00,2026/05/12 17:52:22.288,63,17214,24564,152.22,56
2026-05-12T17:52:24+08:00,2026/05/12 17:52:24.380,47,17214,24564,151.33,56
2026-05-12T17:52:26+08:00,2026/05/12 17:52:26.473,40,17214,24564,151.24,57
2026-05-12T17:52:28+08:00,2026/05/12 17:52:28.560,53,17214,24564,153.29,57
2026-05-12T17:52:30+08:00,2026/05/12 17:52:30.746,66,17214,24564,149.50,57
2026-05-12T17:52:32+08:00,2026/05/12 17:52:32.830,49,17214,24564,152.14,57
2026-05-12T17:52:34+08:00,2026/05/12 17:52:34.915,81,17214,24564,205.48,57
2026-05-12T17:52:37+08:00,2026/05/12 17:52:37.008,63,17214,24564,150.07,57
2026-05-12T17:52:39+08:00,2026/05/12 17:52:39.096,65,17214,24564,154.30,56
2026-05-12T17:52:41+08:00,2026/05/12 17:52:41.183,49,17214,24564,153.57,57
2026-05-12T17:52:43+08:00,2026/05/12 17:52:43.270,70,17214,24564,233.29,62
2026-05-12T17:52:45+08:00,2026/05/12 17:52:45.360,50,17214,24564,149.18,58
2026-05-12T17:52:47+08:00,2026/05/12 17:52:47.446,67,17214,24564,154.58,57
2026-05-12T17:52:49+08:00,2026/05/12 17:52:49.634,62,17213,24564,155.33,58
2026-05-12T17:52:51+08:00,2026/05/12 17:52:51.720,49,17215,24564,237.86,60
2026-05-12T17:52:53+08:00,2026/05/12 17:52:53.802,66,17215,24564,152.24,58
2026-05-12T17:52:55+08:00,2026/05/12 17:52:55.890,66,17215,24564,155.60,57
2026-05-12T17:52:58+08:00,2026/05/12 17:52:57.972,50,17213,24564,154.68,58
