timestamp,gpu_timestamp,gpu_util_pct,mem_used_mib,mem_total_mib,power_w,temp_c
2026-05-12T00:49:08+08:00,2026/05/12 00:49:07.990,8,299,24564,30.06,37
2026-05-12T00:49:10+08:00,2026/05/12 00:49:10.355,0,299,24564,10.10,37
2026-05-12T00:49:12+08:00,2026/05/12 00:49:12.460,1,310,24564,6.21,36
2026-05-12T00:49:14+08:00,2026/05/12 00:49:14.566,1,1842,24564,55.83,38
2026-05-12T00:49:16+08:00,2026/05/12 00:49:16.656,1,2130,24564,56.10,38
2026-05-12T00:49:18+08:00,2026/05/12 00:49:18.742,1,2170,24564,56.52,38
2026-05-12T00:49:20+08:00,2026/05/12 00:49:20.926,3,2170,24564,18.99,37
2026-05-12T00:49:23+08:00,2026/05/12 00:49:23.004,5,2170,24564,16.88,37
2026-05-12T00:49:25+08:00,2026/05/12 00:49:25.091,4,2170,24564,16.59,37
2026-05-12T00:49:27+08:00,2026/05/12 00:49:27.178,3,2170,24564,16.40,37
2026-05-12T00:49:29+08:00,2026/05/12 00:49:29.355,4,2170,24564,16.27,37
2026-05-12T00:49:31+08:00,2026/05/12 00:49:31.440,4,2170,24564,16.28,37
2026-05-12T00:49:33+08:00,2026/05/12 00:49:33.528,3,2170,24564,16.01,37
2026-05-12T00:49:35+08:00,2026/05/12 00:49:35.618,8,2170,24564,15.82,37
2026-05-12T00:49:37+08:00,2026/05/12 00:49:37.712,8,2170,24564,16.65,37
2026-05-12T00:49:39+08:00,2026/05/12 00:49:39.894,4,2170,24564,16.90,36
2026-05-12T00:49:41+08:00,2026/05/12 00:49:41.977,3,2234,24564,17.98,36
2026-05-12T00:49:44+08:00,2026/05/12 00:49:44.064,3,2234,24564,16.42,36
2026-05-12T00:49:46+08:00,2026/05/12 00:49:46.150,3,2234,24564,16.68,36
2026-05-12T00:49:48+08:00,2026/05/12 00:49:48.243,3,2234,24564,16.98,36
2026-05-12T00:49:50+08:00,2026/05/12 00:49:50.419,3,2234,24564,17.55,36
2026-05-12T00:49:52+08:00,2026/05/12 00:49:52.504,4,2234,24564,17.16,36
2026-05-12T00:49:54+08:00,2026/05/12 00:49:54.596,2,3418,24564,11.96,36
2026-05-12T00:49:56+08:00,2026/05/12 00:49:56.680,5,7376,24564,56.62,37
2026-05-12T00:49:58+08:00,2026/05/12 00:49:58.762,0,8586,24564,55.75,37
2026-05-12T00:50:00+08:00,2026/05/12 00:50:00.933,35,8600,24564,142.19,41
2026-05-12T00:50:03+08:00,2026/05/12 00:50:03.026,55,8600,24564,145.08,42
2026-05-12T00:50:05+08:00,2026/05/12 00:50:05.120,46,8602,24564,144.79,41
2026-05-12T00:50:07+08:00,2026/05/12 00:50:07.214,62,8602,24564,148.45,43
2026-05-12T00:50:09+08:00,2026/05/12 00:50:09.401,73,17754,24564,127.17,43
2026-05-12T00:50:11+08:00,2026/05/12 00:50:11.488,55,17756,24564,133.16,45
2026-05-12T00:50:13+08:00,2026/05/12 00:50:13.576,52,18128,24564,137.34,44
2026-05-12T00:50:15+08:00,2026/05/12 00:50:15.664,23,18128,24564,124.12,45
2026-05-12T00:50:17+08:00,2026/05/12 00:50:17.769,48,18128,24564,116.48,44
2026-05-12T00:50:19+08:00,2026/05/12 00:50:19.957,45,18192,24564,92.13,45
2026-05-12T00:50:22+08:00,2026/05/12 00:50:22.054,6,18192,24564,105.75,45
2026-05-12T00:50:24+08:00,2026/05/12 00:50:24.142,5,18192,24564,105.85,44
2026-05-12T00:50:26+08:00,2026/05/12 00:50:26.234,5,18192,24564,104.79,45
2026-05-12T00:50:28+08:00,2026/05/12 00:50:28.321,5,18192,24564,77.42,45
2026-05-12T00:50:30+08:00,2026/05/12 00:50:30.504,29,18192,24564,65.00,44
2026-05-12T00:50:32+08:00,2026/05/12 00:50:32.594,5,18192,24564,78.64,45
2026-05-12T00:50:34+08:00,2026/05/12 00:50:34.692,5,18192,24564,80.25,45
2026-05-12T00:50:36+08:00,2026/05/12 00:50:36.790,52,18192,24564,64.87,44
2026-05-12T00:50:38+08:00,2026/05/12 00:50:38.879,7,18192,24564,67.77,45
2026-05-12T00:50:41+08:00,2026/05/12 00:50:41.055,5,18192,24564,78.62,45
2026-05-12T00:50:43+08:00,2026/05/12 00:50:43.140,87,18192,24564,104.15,47
2026-05-12T00:50:45+08:00,2026/05/12 00:50:45.222,5,18192,24564,78.56,46
2026-05-12T00:50:47+08:00,2026/05/12 00:50:47.308,62,18192,24564,68.78,46
2026-05-12T00:50:49+08:00,2026/05/12 00:50:49.491,6,18192,24564,59.58,45
2026-05-12T00:50:51+08:00,2026/05/12 00:50:51.586,5,18192,24564,69.18,46
2026-05-12T00:50:53+08:00,2026/05/12 00:50:53.671,53,19376,24564,69.68,46
2026-05-12T00:50:55+08:00,2026/05/12 00:50:55.760,7,19376,24564,64.49,46
2026-05-12T00:50:57+08:00,2026/05/12 00:50:57.852,6,19376,24564,80.24,46
2026-05-12T00:51:00+08:00,2026/05/12 00:51:00.034,5,19376,24564,91.93,47
2026-05-12T00:51:02+08:00,2026/05/12 00:51:02.125,5,19376,24564,82.17,47
2026-05-12T00:51:04+08:00,2026/05/12 00:51:04.216,5,19376,24564,87.12,47
2026-05-12T00:51:06+08:00,2026/05/12 00:51:06.314,5,19376,24564,105.33,47
2026-05-12T00:51:08+08:00,2026/05/12 00:51:08.404,4,19376,24564,79.48,47
2026-05-12T00:51:10+08:00,2026/05/12 00:51:10.591,61,19376,24564,101.85,49
2026-05-12T00:51:12+08:00,2026/05/12 00:51:12.695,5,19376,24564,99.89,48
2026-05-12T00:51:14+08:00,2026/05/12 00:51:14.784,44,19376,24564,116.06,48
