"Timestamp","NvidiaTimestamp","GpuUtilPct","MemUsedMiB","MemTotalMiB","PowerW","TempC"
"2026-05-10T20:50:55.5950903+08:00","2026/05/10 20:50:55.595","7","17134","24564","19.85","47"
"2026-05-10T20:51:01.5853798+08:00","2026/05/10 20:51:01.581","42","17134","24564","200.96","57"
"2026-05-10T20:51:07.3802233+08:00","2026/05/10 20:51:07.380","62","17134","24564","145.03","53"
"2026-05-10T20:51:13.2561463+08:00","2026/05/10 20:51:13.251","62","17134","24564","144.93","55"
"2026-05-10T20:51:19.1021717+08:00","2026/05/10 20:51:19.100","88","17134","24564","221.29","62"
"2026-05-10T20:51:24.8671004+08:00","2026/05/10 20:51:24.866","64","17134","24564","147.89","57"
"2026-05-10T20:51:30.9485226+08:00","2026/05/10 20:51:30.943","51","17134","24564","148.65","58"
"2026-05-10T20:51:36.7394674+08:00","2026/05/10 20:51:36.731","53","17134","24564","240.08","59"
"2026-05-10T20:51:42.5149095+08:00","2026/05/10 20:51:42.509","44","17134","24564","150.5","58"
"2026-05-10T20:51:48.2342838+08:00","2026/05/10 20:51:48.227","20","17134","24564","149.61","59"
"2026-05-10T20:51:54.3024696+08:00","2026/05/10 20:51:54.292","78","17134","24564","237.85","59"
"2026-05-10T20:52:00.0093279+08:00","2026/05/10 20:52:00.003","63","17134","24564","150.47","59"
"2026-05-10T20:52:05.7344551+08:00","2026/05/10 20:52:05.726","61","17134","24564","149.96","60"
"2026-05-10T20:52:11.4289628+08:00","2026/05/10 20:52:11.424","79","17134","24564","238.01","61"
"2026-05-10T20:52:17.1863007+08:00","2026/05/10 20:52:17.181","58","17134","24564","148.64","58"
"2026-05-10T20:52:23.0035468+08:00","2026/05/10 20:52:22.998","61","17134","24564","147.35","58"
"2026-05-10T20:52:28.7307670+08:00","2026/05/10 20:52:28.724","73","17134","24564","233.96","65"
"2026-05-10T20:52:34.9442780+08:00","2026/05/10 20:52:34.932","63","17134","24564","144.89","59"
"2026-05-10T20:52:40.6278830+08:00","2026/05/10 20:52:40.627","58","17134","24564","149.34","59"
"2026-05-10T20:52:46.3534152+08:00","2026/05/10 20:52:46.352","58","17134","24564","194.44","66"
"2026-05-10T20:52:52.1571038+08:00","2026/05/10 20:52:52.152","19","17134","24564","142.51","58"
"2026-05-10T20:52:57.9088033+08:00","2026/05/10 20:52:57.907","44","17134","24564","143.28","58"
"2026-05-10T20:53:03.6991547+08:00","2026/05/10 20:53:03.693","60","17134","24564","146.07","58"
"2026-05-10T20:53:09.4275948+08:00","2026/05/10 20:53:09.422","42","17134","24564","145","58"
"2026-05-10T20:53:15.2197008+08:00","2026/05/10 20:53:15.211","55","17134","24564","147.29","59"
"2026-05-10T20:53:20.9309991+08:00","2026/05/10 20:53:20.923","60","17134","24564","147.36","58"
"2026-05-10T20:53:26.7116640+08:00","2026/05/10 20:53:26.711","21","17134","24564","141.49","57"
"2026-05-10T20:53:32.4520467+08:00","2026/05/10 20:53:32.452","60","17134","24564","222.37","59"
"2026-05-10T20:53:38.6020233+08:00","2026/05/10 20:53:38.597","60","17134","24564","140.57","57"
"2026-05-10T20:53:44.5631991+08:00","2026/05/10 20:53:44.559","45","17134","24564","146.16","58"
"2026-05-10T20:53:50.3378329+08:00","2026/05/10 20:53:50.335","56","17134","24564","225.12","59"
"2026-05-10T20:53:56.0521265+08:00","2026/05/10 20:53:56.048","62","17134","24564","144.75","59"
"2026-05-10T20:54:01.7376531+08:00","2026/05/10 20:54:01.737","27","17134","24564","143.3","58"
"2026-05-10T20:54:07.4593250+08:00","2026/05/10 20:54:07.459","6","17134","24564","53.41","54"
