timestamp,gpu_timestamp,gpu_util_pct,mem_used_mib,mem_total_mib,power_w,temp_c
2026-05-10T23:03:35+08:00,2026/05/10 23:03:35.643,50,17223,24564,155.96,58
2026-05-10T23:03:37+08:00,2026/05/10 23:03:37.783,85,17223,24564,221.30,64
2026-05-10T23:03:39+08:00,2026/05/10 23:03:39.860,48,17223,24564,151.94,58
2026-05-10T23:03:41+08:00,2026/05/10 23:03:41.938,65,17223,24564,156.22,58
2026-05-10T23:03:44+08:00,2026/05/10 23:03:44.017,50,17223,24564,155.67,58
2026-05-10T23:03:46+08:00,2026/05/10 23:03:46.105,72,17223,24564,233.48,63
2026-05-10T23:03:48+08:00,2026/05/10 23:03:48.239,53,17223,24564,151.94,58
2026-05-10T23:03:50+08:00,2026/05/10 23:03:50.315,59,17223,24564,155.06,58
2026-05-10T23:03:52+08:00,2026/05/10 23:03:52.383,50,17223,24564,153.75,58
2026-05-10T23:03:54+08:00,2026/05/10 23:03:54.464,49,17223,24564,231.91,63
2026-05-10T23:03:56+08:00,2026/05/10 23:03:56.536,49,17223,24564,155.12,57
2026-05-10T23:03:58+08:00,2026/05/10 23:03:58.674,62,17223,24564,156.28,58
2026-05-10T23:04:00+08:00,2026/05/10 23:04:00.757,51,17223,24564,155.34,58
2026-05-10T23:04:02+08:00,2026/05/10 23:04:02.828,67,17223,24564,218.83,58
2026-05-10T23:04:04+08:00,2026/05/10 23:04:04.900,51,17223,24564,153.80,58
2026-05-10T23:04:06+08:00,2026/05/10 23:04:06.977,62,17223,24564,154.07,58
2026-05-10T23:04:09+08:00,2026/05/10 23:04:09.153,56,17223,24564,154.31,58
2026-05-10T23:04:11+08:00,2026/05/10 23:04:11.226,51,17223,24564,157.36,58
2026-05-10T23:04:13+08:00,2026/05/10 23:04:13.298,67,17223,24564,156.67,57
2026-05-10T23:04:15+08:00,2026/05/10 23:04:15.367,52,17223,24564,157.67,58
2026-05-10T23:04:17+08:00,2026/05/10 23:04:17.505,86,17223,24564,187.56,58
2026-05-10T23:04:19+08:00,2026/05/10 23:04:19.573,51,17223,24564,154.76,58
2026-05-10T23:04:21+08:00,2026/05/10 23:04:21.644,47,17223,24564,151.95,58
2026-05-10T23:04:23+08:00,2026/05/10 23:04:23.716,62,17223,24564,155.06,58
2026-05-10T23:04:25+08:00,2026/05/10 23:04:25.792,4,17223,24564,85.06,55
2026-05-10T23:04:27+08:00,2026/05/10 23:04:27.929,3,17223,24564,39.34,53
2026-05-10T23:04:30+08:00,2026/05/10 23:04:30.003,8,17223,24564,30.18,51
2026-05-10T23:04:32+08:00,2026/05/10 23:04:32.075,10,17223,24564,20.74,51
2026-05-10T23:04:34+08:00,2026/05/10 23:04:34.147,10,17223,24564,20.75,50
2026-05-10T23:04:36+08:00,2026/05/10 23:04:36.226,9,17223,24564,20.69,49
2026-05-10T23:04:38+08:00,2026/05/10 23:04:38.368,10,17223,24564,20.56,49
2026-05-10T23:04:40+08:00,2026/05/10 23:04:40.443,13,17223,24564,19.80,48
2026-05-10T23:04:42+08:00,2026/05/10 23:04:42.527,12,17223,24564,20.02,48
2026-05-10T23:04:44+08:00,2026/05/10 23:04:44.602,13,17223,24564,19.13,47
2026-05-10T23:04:46+08:00,2026/05/10 23:04:46.686,10,17223,24564,19.83,47
2026-05-10T23:04:48+08:00,2026/05/10 23:04:48.823,9,17223,24564,19.67,46
2026-05-10T23:04:50+08:00,2026/05/10 23:04:50.911,10,17223,24564,18.80,46
2026-05-10T23:04:53+08:00,2026/05/10 23:04:52.998,9,17223,24564,18.99,46
2026-05-10T23:04:55+08:00,2026/05/10 23:04:55.071,55,17223,24564,20.30,46
2026-05-10T23:04:57+08:00,2026/05/10 23:04:57.198,83,17223,24564,201.45,53
2026-05-10T23:04:59+08:00,2026/05/10 23:04:59.260,62,17223,24564,157.46,51
2026-05-10T23:05:01+08:00,2026/05/10 23:05:01.325,64,17223,24564,148.98,51
2026-05-10T23:05:03+08:00,2026/05/10 23:05:03.385,47,17223,24564,150.81,51
2026-05-10T23:05:05+08:00,2026/05/10 23:05:05.451,86,17223,24564,189.87,52
2026-05-10T23:05:07+08:00,2026/05/10 23:05:07.591,52,17223,24564,153.06,52
2026-05-10T23:05:09+08:00,2026/05/10 23:05:09.653,63,17223,24564,154.14,53
2026-05-10T23:05:11+08:00,2026/05/10 23:05:11.718,51,17223,24564,151.66,54
2026-05-10T23:05:13+08:00,2026/05/10 23:05:13.782,83,17223,24564,237.65,59
2026-05-10T23:05:15+08:00,2026/05/10 23:05:15.847,65,17223,24564,155.43,55
2026-05-10T23:05:17+08:00,2026/05/10 23:05:17.976,50,17223,24564,152.45,55
2026-05-10T23:05:20+08:00,2026/05/10 23:05:20.038,47,17223,24564,149.15,56
2026-05-10T23:05:22+08:00,2026/05/10 23:05:22.101,60,17223,24564,235.32,58
2026-05-10T23:05:24+08:00,2026/05/10 23:05:24.167,57,17223,24564,149.94,57
2026-05-10T23:05:26+08:00,2026/05/10 23:05:26.232,58,17223,24564,151.85,56
2026-05-10T23:05:28+08:00,2026/05/10 23:05:28.365,47,17223,24564,150.73,57
2026-05-10T23:05:30+08:00,2026/05/10 23:05:30.429,49,17223,24564,236.48,64
2026-05-10T23:05:32+08:00,2026/05/10 23:05:32.492,49,17223,24564,150.69,56
2026-05-10T23:05:34+08:00,2026/05/10 23:05:34.558,63,17223,24564,149.75,57
2026-05-10T23:05:36+08:00,2026/05/10 23:05:36.623,52,17223,24564,152.68,58
2026-05-10T23:05:38+08:00,2026/05/10 23:05:38.753,46,17223,24564,231.18,58
2026-05-10T23:05:40+08:00,2026/05/10 23:05:40.829,53,17223,24564,153.96,58
2026-05-10T23:05:42+08:00,2026/05/10 23:05:42.891,50,17223,24564,152.73,57
2026-05-10T23:05:44+08:00,2026/05/10 23:05:44.955,60,17223,24564,154.95,58
2026-05-10T23:05:47+08:00,2026/05/10 23:05:47.019,51,17223,24564,202.18,58
2026-05-10T23:05:49+08:00,2026/05/10 23:05:49.152,64,17150,24564,150.92,59
2026-05-10T23:05:51+08:00,2026/05/10 23:05:51.215,50,17149,24564,152.74,58
2026-05-10T23:05:53+08:00,2026/05/10 23:05:53.277,63,17149,24564,156.92,58
2026-05-10T23:05:55+08:00,2026/05/10 23:05:55.344,52,17149,24564,161.77,58
2026-05-10T23:05:57+08:00,2026/05/10 23:05:57.473,44,17149,24564,151.40,59
2026-05-10T23:05:59+08:00,2026/05/10 23:05:59.544,63,17149,24564,154.70,58
2026-05-10T23:06:01+08:00,2026/05/10 23:06:01.605,43,17149,24564,152.87,58
2026-05-10T23:06:03+08:00,2026/05/10 23:06:03.671,52,17149,24564,154.75,58
2026-05-10T23:06:05+08:00,2026/05/10 23:06:05.737,55,17149,24564,152.93,59
2026-05-10T23:06:07+08:00,2026/05/10 23:06:07.867,51,17149,24564,154.95,57
2026-05-10T23:06:09+08:00,2026/05/10 23:06:09.929,84,17149,24564,203.45,59
2026-05-10T23:06:12+08:00,2026/05/10 23:06:11.994,53,17149,24564,154.21,58
2026-05-10T23:06:14+08:00,2026/05/10 23:06:14.065,65,17149,24564,157.99,58
2026-05-10T23:06:16+08:00,2026/05/10 23:06:16.130,51,17149,24564,157.29,57
2026-05-10T23:06:18+08:00,2026/05/10 23:06:18.259,64,17149,24564,242.85,63
2026-05-10T23:06:20+08:00,2026/05/10 23:06:20.323,50,17149,24564,154.47,58
2026-05-10T23:06:22+08:00,2026/05/10 23:06:22.387,60,17149,24564,154.57,58
2026-05-10T23:06:24+08:00,2026/05/10 23:06:24.453,65,17149,24564,156.12,57
2026-05-10T23:06:26+08:00,2026/05/10 23:06:26.520,49,17149,24564,242.05,58
